id,created_at,text,topic,action,retweet_count,favorite_count
8.88E+17,2017-07-21T12:08:06Z,Meet Alexa Episode 2: Alexa helps Nanna multitask using named timers. â²ï¸â²ï¸â²ï¸ https://t.co/RCxatOhAeu,Entertainment,Trivial,24,49
8.88E+17,2017-07-20T12:07:01Z,"The university competition to advance AI has reached the semi-finals. To try one of the socialbots, say, ""Alexa, leâ€¦ https://t.co/214DV7d7jv",Promotional,Customization,26,49
8.88E+17,2017-07-19T12:00:14Z,Dish + Alexa = control what you watch with no hands! ðŸ™Œ https://t.co/ylnVRxH9kV,Entertainment,IoT,8,23
8.87E+17,2017-07-18T12:07:08Z,"Play Jeopardy with new clues that refresh daily! Just ask â€œAlexa, open Jeopardy.â€ Find more skills here:â€¦ https://t.co/GD3IOyzP1i",Entertainment,Basic,17,53
8.87E+17,2017-07-17T19:57:18Z,RT @HTCUSA: The #HTCU11 is the world's first smartphone with hands-free Amazon Alexa. Try it out now on your U11: https://t.co/E6ngiKAtId hâ€¦,Digital_Lifestyle,IoT,40,0
8.87E+17,2017-07-17T12:07:01Z,"Alexa can now notify you the day your Amazon order arrives with a glowing yellow ring of joy! ðŸ’›ðŸ“¦ Ask, â€œAlexa, whereâ€¦ https://t.co/zhI2vghmNd",Promotional,Customization,24,98
8.86E+17,2017-07-14T12:07:01Z,"Busy hands? Control your smart TV with Alexa and your voice. ðŸ¤“ðŸ“º Learn how with Sony, Logitech Harmony, &amp; Broadlink:â€¦ https://t.co/bPMcXwpfJL",Entertainment,IoT,27,57
8.86E+17,2017-07-13T12:07:01Z,"Fall asleep peacefully with Sleep and Relaxation Sounds. ðŸ˜´ Just say, â€œAlexa, open Sleep Sounds.â€ Find more skills:â€¦ https://t.co/aWGWPAzmMA",Productivity,Streaming,17,101
8.85E+17,2017-07-11T21:58:51Z,"RT @amazonmusic: Oh hey, @ddlovato ðŸ˜. #AskAlexa, ""Play Song of the Day"" &amp; hear her new single ""Sorry Not Sorry""! #PrimeDay https://t.co/tydâ€¦",Entertainment,Streaming,2410,0
8.84E+17,2017-07-10T12:07:02Z,"Your destination? Dunkirk. Your goal? Survival. Just say, â€œAlexa, enable Dunkirkâ€ to play the adventure game now:â€¦ https://t.co/H3zsCepQxX",Entertainment,Trivial,9,26
8.84E+17,2017-07-08T12:08:08Z,Meet Alexa Episode 1: We learn how Alexa helped Teddy prepare for tonight's full moon so he could play the big gameâ€¦ https://t.co/tptzL6tchQ,Entertainment,Trivial,24,50
8.83E+17,2017-07-07T19:39:30Z,TGIF. Move over Tanners. Introducing Meet Alexa! Stay tuned for fresh new episodes to see how Alexa saves the day fâ€¦ https://t.co/RqRgIXBcnR,Entertainment,Trivial,14,43
8.83E+17,2017-07-06T12:00:01Z,"Let Twenty Questions guess what youâ€™re thinking of! Just ask â€œAlexa, play Twenty Questions.â€ Find more skills here:â€¦ https://t.co/snnsRNdZyr",Entertainment,Basic,10,38
8.81E+17,2017-06-30T12:00:06Z,"Echo Show owners, ask Alexa to play the trailer for the movie Valerian to watch an exclusive clip of this summer'sâ€¦ https://t.co/RcWHolZcnw",Entertainment,Trivial,27,62
8.80E+17,2017-06-29T12:07:22Z,Expand your spidey senses. ðŸ¤”ðŸ•·ï¸ Just #AskAlexa to enable the Spider-Man skill. https://t.co/luPA80XCLo,Entertainment,Trivial,27,79
8.80E+17,2017-06-27T21:29:40Z,Fallon fans rejoice! Now Alexa can show you @FallonTonight on the new Echo Show! ðŸ‘Check out Jimmy's post to learn hâ€¦ https://t.co/WJLBP3Doyl,Entertainment,Trivial,22,34
8.79E+17,2017-06-26T22:32:24Z,#AskAlexa to enable Destination: #Dunkirk to start playing the new adventure game before the movie hits theaters onâ€¦ https://t.co/PeAI9fQuE9,Entertainment,Trivial,39,80
8.79E+17,2017-06-25T12:00:01Z,"Which battle took place on this day? Say, ""Alexa, ask This Day In History what happened on June 25th"" to find out.â€¦ https://t.co/yfo2kppwK1",Entertainment,Basic,6,20
8.78E+17,2017-06-23T21:36:55Z,"""Alexa, play Gay Pride Party play list on Amazon."" ðŸ³ï¸â€ðŸŒˆðŸŽ‰",Entertainment,Streaming,17,62
8.76E+17,2017-06-18T12:00:14Z,#HappyFathersDay to all the dads out thereâ€”even tiny furry ones. #CallDad with Alexa calling and messaging. https://t.co/zZSTqL8HSW,Social,Communication,9,29
8.75E+17,2017-06-15T19:19:42Z,"RT @amazonmusic: 7 tons, 79 feet tall, 22 feet around: Times Square, say hello to Alexa! https://t.co/HmVIS97G1E https://t.co/Fcz3EZRuVp",Promotional,Trivial,38,0
8.75E+17,2017-06-15T12:00:01Z,Enable the 'This Day in History' skill for Alexa to find out which great charter was sealed on this day. #AskAlexaâ€¦ https://t.co/Y8SNOvfBzr,Promotional,Basic,9,21
8.74E+17,2017-06-10T12:00:01Z,"The 71st Tony Awards are on June 11. Let Alexa help you celebrate the magic of musical theatre. #AskAlexa ""Give meâ€¦ https://t.co/gChMkUdGV6",Entertainment,Trivial,3,15
8.73E+17,2017-06-09T20:06:27Z,"RT @amazonmusic: Big news! @katyperry is guest host of Song of the Day all week. #AskAlexa, â€œPlay Song of the Dayâ€ to listen: https://t.co/â€¦",Entertainment,Streaming,114,0
8.72E+17,2017-06-06T23:23:15Z,"You asked, Alexa delivered. Introducing named timers, one of Alexaâ€™s most requested features. Set multiple timers wâ€¦ https://t.co/XNljij2peQ",Productivity,Basic,59,181
8.71E+17,2017-06-02T13:26:38Z,Boxes ðŸ“¦or briefs ðŸ“°? Alexa can track your packages and read your news briefs. Which do you ask for most? #AskAlexa,Productivity,Basic,9,21
8.70E+17,2017-06-01T12:00:00Z,Spelling kryptonite = that one word you can never remember how to spell. Alexa is here to help. What's yours? #spellingbee #askalexa,Productivity,Basic,3,15
8.65E+17,2017-05-18T14:03:22Z,"RT @audible_com: Calling all @amazonecho, Dot, and Tap owners: this month, hear two new #Bosch stories FREE when you #AskAlexa, ""Alexa, reaâ€¦",Entertainment,Basic,32,0
8.64E+17,2017-05-14T19:04:55Z,RT @amazon: As seen on SNL: An Echo designed for the greatest generation that will answer to any name close to Alexa ðŸ˜‚ https://t.co/uqN1FRTâ€¦,Promotional,Trivial,137,0
8.63E+17,2017-05-12T23:05:14Z,Introducing Alexa calling &amp; messaging. Keep in touch with friends &amp; family thru your Echo or the Alexa App.â€¦ https://t.co/KeRbS8pMAL,Social,Communication,59,95
8.63E+17,2017-05-12T18:03:08Z,RT @AmericanExpress: American Express announces the launch of the Amex skill for Amazon Alexa. Read More: https://t.co/PmZT9FPPN6 #amexnewsâ€¦,Productivity,Payment,29,0
8.63E+17,2017-05-11T23:00:02Z,"Whether you are near or far, celebrate Motherâ€™s Day by sending fresh flowers with the 1-800-Flowers skill for Alexaâ€¦ https://t.co/fDZ1bIrAIY",Productivity,Communication,2,7
8.62E+17,2017-05-09T22:30:58Z,"Enjoy interactive audio stories with Earplay for Alexa! Just say â€œAlexa, start Earplay.â€ Find more Alexa skills atâ€¦ https://t.co/AtLms2lQG5",Entertainment,Basic,19,40
8.62E+17,2017-05-09T15:19:18Z,"Echo Show â€“ everything you love about Alexa, and now she can show you things. #AskAlexa https://t.co/HtGY4bBG2yâ€¦ https://t.co/1MMprxZiSW",Promotional,Trivial,431,613
8.62E+17,2017-05-08T18:52:01Z,"Step into the shoes of Detective Harry Bosch with the Bosch skill for Alexa. Just say, â€œAlexa, open Bosch.â€â€¦ https://t.co/oeWIjY3w6l",Entertainment,Trivial,13,30
8.61E+17,2017-05-05T12:00:16Z,Happy Cinco de Mayo! You know what that means? Summer cocktail season is here! #AskAlexa https://t.co/NRWU82YSRd,Promotional,Trivial,12,19
8.60E+17,2017-05-03T23:40:13Z,RT @ecobee: Want to know more about the new #ecobee4 smart thermostat w/ built-in Alexa voice service? Read more from @buzzfeed https://t.câ€¦,Digital_Lifestyle,IoT,25,0
8.57E+17,2017-04-26T15:10:42Z,"RT @AmazonFashion: â€œAlexa, take a photo.â€ Introducing Echo Lookâ€”hands-free camera and style assistant.Request an invitation https://t.co/3jâ€¦",Social,Customization,317,0
8.57E+17,2017-04-24T12:06:01Z,"Fall asleep to the sounds of the Ocean. Just say â€œAlexa, open Ocean Sounds.â€ Find more Alexa skills atâ€¦ https://t.co/zky68ynZka",Entertainment,Streaming,27,92
8.55E+17,2017-04-21T12:00:51Z,There are life hacks and there are Alexa life hacks. #JustAsk Alexa https://t.co/YK4i8i4BQD,Promotional,Trivial,12,42
8.54E+17,2017-04-17T12:05:01Z,"Try the new and improved Jeopardy! skill for Alexa. Just say â€œAlexa, play Jeopardy!â€ Find more skills atâ€¦ https://t.co/SucD2FBllC",Entertainment,Basic,7,44
8.52E+17,2017-04-12T19:22:55Z,Place 3 orders w/ Grubhub skill for Alexa 3/15 â€“ 4/15 for chance to win 1 $500 Grubhub gift card. Rules:â€¦ https://t.co/dzUhoB5X8n,Promotional,Purchase,4,15
8.51E+17,2017-04-07T22:43:20Z,"RT @SHO_Shameless: Be #Shameless with your @AmazonEcho and @WilliamHMacy. To start, enable the @Showtime skill and say, â€œAlexa, talk to Shoâ€¦",Entertainment,Trivial,44,0
8.49E+17,2017-04-04T12:03:01Z,Order w/ Grubhub skill on device with Amazon Alexa 3/15â€“4/15 for chance to win 1 of 5 $100 Grubhub gift cards. Ruleâ€¦ https://t.co/TAvvp67SzM,,Purchase,18,14
8.48E+17,2017-04-01T20:00:01Z,Order with Pizza Hut skill using a device with Amazon Alexa 4/1 â€“ 4/3 &amp; receive 40% off! Terms &amp; conditionsâ€¦ https://t.co/804H5I8P97,Productivity,Purchase,7,15
8.48E+17,2017-03-31T17:37:56Z,"RT @JohnnieWalkerUS: Ask @AmazonEcho Alexa to enable the Johnnie Walker skill and enjoy
 guided Blue Label tasting. https://t.co/b3F7FedsGG",Promotional,Trivial,38,0
8.48E+17,2017-03-31T17:00:12Z,"Petlexa is here! Now your dog, cat, or favorite pet can communicate with Alexa just like you do. Check out theseâ€¦ https://t.co/osRKXQqUQ6",Promotional,Customization,552,989
8.48E+17,2017-03-31T12:00:02Z,Win up to 50 free Uber rides with Alexa! Ride with the Uber Skill between March 22 and April 21 for a chance to winâ€¦ https://t.co/mg5wwiSX3h,Digital_Lifestyle,Customization,10,13
8.46E+17,2017-03-25T14:43:34Z,"When you get carried away during the game in March, #JustAsk Alexa to bail you out. Echo Dot only $49.99â€¦ https://t.co/QRDXwZhzTm",Promotional,Purchase,8,14
8.45E+17,2017-03-24T12:00:01Z,Order with Pizza Hut skill using a device with Amazon Alexa 3/23 â€“ 3/26 &amp; receive 30% off! Terms &amp; conditionsâ€¦ https://t.co/BN6sKFdZJL,Productivity,Purchase,11,26
8.45E+17,2017-03-24T04:03:26Z,RT @HuaweiDeviceUSA: How to pamper your best friend on National Puppy Day? Watch what Amazon Alexa and Mate 9 will help together.https://t.â€¦,Promotional,Trivial,2,0
8.45E+17,2017-03-22T21:00:02Z,Win up to 50 free Uber rides with Alexa! Ride with the Uber Skill between March 22 and April 21 for a chance to winâ€¦ https://t.co/wCrW1jLUNq,Digital_Lifestyle,Purchase,6,18
8.45E+17,2017-03-22T17:21:34Z,"RT @HuaweiDeviceUSA: #Alexa has come to the #Mate9, and the best phone just got even better. Available now by over-the-air update: https://â€¦",Digital_Lifestyle,IoT,7,0
8.45E+17,2017-03-22T15:49:25Z,Alexa has finally come to the Mate 9. The best phone just got even better. Available now by over-the-air update.â€¦ https://t.co/bEpTSLJnxP,Digital_Lifestyle,IoT,12,26
8.44E+17,2017-03-21T14:05:01Z,Hands-free remote start for your electric @Ford vehicle with the new MyFord Mobile Alexa skill. #JustAsk https://t.co/9F6GVZroVp,Digital_Lifestyle,IoT,21,30
8.43E+17,2017-03-17T12:00:01Z,"Happy St. Patrick's Day! #JustAsk ""Alexa, give me a St. Patrick's Day Joke."" ""Alexa, tell me a limerick.""â€¦ https://t.co/yHLUGCHyni",Promotional,Trivial,11,31
8.42E+17,2017-03-14T14:05:01Z,Hands-free remote start for your electric @Ford vehicle with the new MyFord Mobile Alexa skill. #JustAsk https://t.co/lASM7jKBNW,Digital_Lifestyle,IoT,64,133
8.40E+17,2017-03-10T16:52:56Z,"Happy Birthday, Chuck Norris! #JustAsk ""Alexa, tell me a Chuck Norris fact."" https://t.co/Si6lTrdSm0",Promotional,Trivial,36,62
8.37E+17,2017-02-28T21:45:02Z,"Did I lock the front door? No worries. With Door Locks enabled with Alexa. #JustAsk ""Alexa, lock the front door.""â€¦ https://t.co/YoZAsZ9ZHX",Digital_Lifestyle,IoT,17,39
8.36E+17,2017-02-27T13:04:01Z,"Fall asleep with the relaxing Thunderstorm Sounds skill. ""Alexa, open Thunderstorm Sounds."" Enable the skill atâ€¦ https://t.co/Pxwke47DCA",Entertainment,Streaming,27,89
8.35E+17,2017-02-24T18:00:02Z,"Your Alexa connected thermostat is now more capable than ever! Set the temp and more. #JustAsk ""Alexa, what's the tâ€¦ https://t.co/AQZGobwDt8",Digital_Lifestyle,IoT,41,91
8.35E+17,2017-02-24T14:03:01Z,"Test your music knowledge with the Beat the Intro skill! To enable just say ""Alexa enable the Beat the Intro skill.â€¦ https://t.co/7txscqipbj",Entertainment,Trivial,14,39
8.34E+17,2017-02-20T17:34:29Z,"History happens every day! To find out what happened today #JustAsk: â€œAlexa, launch this day in history.""â€¦ https://t.co/zbWFHAYcpp",Promotional,Basic,18,44
8.33E+17,2017-02-18T04:00:01Z,"Let's go crazy. Prince's soulful &amp; funky brilliance is here. #JustAsk ""Alexa, play Prince from Amazon.""Learn more.â€¦ https://t.co/Aos9ueZTK7",Entertainment,Streaming,20,48
8.33E+17,2017-02-17T18:46:27Z,Introducing hands-free mode on Amazon Tap. Control music from a distance. Portable Bluetooth speaker with Alexa.â€¦ https://t.co/PwjMr8O8cu,Digital_Lifestyle,IoT,40,83
8.30E+17,2017-02-10T13:00:02Z,Ride from home &amp; work with the Uber skill. On an Amazon Alexa device say â€œAlexa enable the Uber skillâ€ &amp; link yourâ€¦ https://t.co/DqNaAIBhqb,Digital_Lifestyle,Customization,10,24
8.30E+17,2017-02-09T13:00:01Z,Order with the Pizza Hut skill on an Amazon Alexa device 2/9-2/16/2017 &amp; get 30% off! Terms &amp; conditionsâ€¦ https://t.co/IkeirxR7kV,Productivity,Purchase,17,35
8.29E+17,2017-02-07T17:17:38Z,"RT @Logitech: Bring #AmazonAlexa on the road, &amp; stay connected even more than before w/ #ZeroTouch, ðŸ‘-free. https://t.co/qXXQXf9CKh https:/â€¦",Digital_Lifestyle,IoT,47,0
8.28E+17,2017-02-06T03:16:23Z,"#JustAsk Alexa ""Has there ever been OT in the Super Bowl?"" https://t.co/fZV1t3sAnC",Promotional,Trivial,6,25
8.28E+17,2017-02-06T02:29:39Z,Doritos. Drones. Drama. The perfect recipe for the big game. #JustAsk Alexa #SB51 https://t.co/5sMvM5O6mU,Promotional,Trivial,221,401
8.28E+17,2017-02-05T23:47:13Z,Grab the tissues. Your girl just made the best play of the big game. #JustAsk Alexa. #SB51 https://t.co/wR4CYzk0EO,Promotional,Trivial,63,156
8.28E+17,2017-02-04T13:00:13Z,We all know a Todd. Now we all know how to make him go away. #JustAsk Alexa for an Uber. https://t.co/jaisq9qkMh,Productivity,Purchase,23,45
8.28E+17,2017-02-04T04:30:13Z,Thinking about a second helping? #JustAsk Alexa for calorie information and then dig in. https://t.co/pyOHaHmxcn,Promotional,Basic,33,79
8.28E+17,2017-02-03T22:00:13Z,Gesundheit is hard to say. Ordering from Pizza Hut isnâ€™t. #JustAsk Alexa https://t.co/0zxTNDXzap,Productivity,Purchase,35,74
8.28E+17,2017-02-03T17:20:28Z,"Celebrate #BHM. ""Alexa, Open Black History Facts. Alex, Tell Black History Facts from the 1960s"" More atâ€¦ https://t.co/g2c2u4FeIG",Promotional,Basic,11,28
8.27E+17,2017-02-02T13:00:01Z,Which animal made history today? Use the â€˜This Day in Historyâ€™ skill on Alexa to find historical events.#JustAsk.â€¦ https://t.co/TCompr0FdT,Promotional,Basic,12,35
8.25E+17,2017-01-28T08:00:01Z,"Alexa has new voice-exclusive deals for Prime members. 20% off many items. #JustAsk ""Alexa, what are your deals?""â€¦ https://t.co/TkvEDClgjy",Promotional,Purchase,13,31
8.25E+17,2017-01-26T23:14:30Z,"RT @jimmyfallon: Just launched our Tonight Show Alexa skill on @amazonecho! Find out who's on the show, listen to monologue, &amp; more! https:â€¦",Promotional,Trivial,264,0
8.25E+17,2017-01-26T18:35:02Z,The Ditty skill turns your messages into hit songs via Alexa. Link your Twitter account to share! Learn more atâ€¦ https://t.co/tGhMEFv73a,Entertainment,Customization,10,32
8.23E+17,2017-01-21T00:11:51Z,"Blast off with a new skill. #JustAsk â€œAlexa, enable NASA Mars skill.â€ then ""Alexa, ask NASA Mars for a Curiosity Roâ€¦ https://t.co/uO5QpdrEee",Promotional,Trivial,41,136
8.20E+17,2017-01-13T19:56:00Z,"â€œAlexa, give me a Friday the 13th fact.â€",Promotional,Trivial,17,61
8.20E+17,2017-01-13T17:27:55Z,Itâ€™s Game Night with Alexa. Try these games to entertain your friends and family this weekend.â€¦ https://t.co/5QQ9hXnJlJ,Entertainment,Basic,34,60
8.19E+17,2017-01-09T20:12:34Z,"New year, new you. Get your health in gear with help from Alexa skills. The 7-Minute Workout skill. ""Alexa, enablâ€¦ https://t.co/duxxXkHd8R",Promotional,Basic,20,80
8.17E+17,2017-01-05T22:40:46Z,RT @Ford: #Ford and @Amazon are working together to connect #AmazonEcho with your car. Find out what you can do. #Alexa https://t.co/eS4jTFâ€¦,Digital_Lifestyle,IoT,121,0
8.16E+17,2017-01-04T00:53:29Z,What's Alexa up to at CES? Here's a running list https://t.co/ufaM9xWuiL via @CNET_Uk,Promotional,Trivial,44,74
8.16E+17,2017-01-03T19:48:27Z,"RT @DISHNews: Keep hold of your phone and popcorn while watching TV, and ask #Alexa to change the channel for you! #CES2017 https://t.co/Crâ€¦",Digital_Lifestyle,IoT,39,0
8.12E+17,2016-12-23T21:45:51Z,"From now until Jan. 3, 2017, Alexa customers can listen to a holiday classic for free. #JustAsk ""Alexa, read A Chriâ€¦ https://t.co/uEADHyLCdW",Entertainment,Basic,90,171
8.12E+17,2016-12-23T17:00:02Z,Want to discover what else Alexa can do? Check out our Alexa guide for even more examples of things to try.â€¦ https://t.co/ZOqLpUVTxp,Promotional,Customization,53,135
8.12E+17,2016-12-23T16:58:56Z,The Alexa Skills Store is pleased to share the top customer picks for Alexa skills this year. Check it out!â€¦ https://t.co/coSOGp1Vit,Promotional,Customization,38,102
8.12E+17,2016-12-23T13:00:13Z,"#JustAsk ""Alexa, turn off the lights!"" https://t.co/gE8go9tZvX",Productivity,Basic,33,64
8.11E+17,2016-12-19T17:23:34Z,"#JustAsk ""Alexa, set the temperature to 30 degrees."" https://t.co/UcNQuK1nEy",Digital_Lifestyle,IoT,17,37
8.10E+17,2016-12-17T00:25:33Z,"Traveling? â€œAlexa, enable Expedia skill,â€ then link your Expedia account. #JustAsk: â€œAlexa, ask Expedia, when is myâ€¦ https://t.co/5btFb0pmJe",Productivity,Customization,14,34
8.07E+17,2016-12-09T20:45:01Z,RT @generalelectric: Soon youâ€™ll be able to ask your lamp for the weather. Introducing our @GELighting LED lamp with @amazonechoâ€™s Alexa. hâ€¦,Digital_Lifestyle,IoT,72,0
8.07E+17,2016-12-07T17:58:29Z,Tweet @amazonecho + a hashtag below to see what Alexa can do. Be sure to try them all too! #GiveMeALifeHackâ€¦ https://t.co/0ahpUuVMfr,Promotional,Trivial,372,1372
8.06E+17,2016-12-06T02:19:23Z,"RT @NBCTheVoice: Wouldnâ€™t it be great to sit and chat with the #VoiceTop8? Just say â€œAlexa, open The Voiceâ€ and enjoy #TheVoice Echo Cast.â€¦",Entertainment,Trivial,98,0
8.06E+17,2016-12-06T00:42:16Z,"RT @TheDailyShow: Keep up with The Daily Show on @AmazonEcho. Enable The Daily Show skill and #AskAlexa: ""Alexa, ask The Daily Show for newâ€¦",Entertainment,Trivial,71,0
8.06E+17,2016-12-05T19:20:34Z,Tweet @amazonecho + a hashtag below to see what Alexa can do. Be sure to try them all too! #GiveMeALifeHackâ€¦ https://t.co/BkdiAsxPlP,Promotional,Trivial,147,411
8.02E+17,2016-11-23T20:00:50Z,Shop Alexa-exclusive deals for a chance to win an https://t.co/4wNoxkdwGW Gift Card. (U.S. only). https://t.co/i6VcPpFHIm,Productivity,Shopping,24,20
8.01E+17,2016-11-22T02:05:18Z,"RT @NBCTheVoice: Want to get up-close-and-personal with the Top 11? Just say â€œAlexa, open The Voiceâ€ and enjoy #TheVoice Echo Cast. @Amazonâ€¦",Entertainment,Trivial,75,0
7.99E+17,2016-11-16T22:17:20Z,"RT @NBCTheVoice: You decide what @JordanSmithLive sings on #TheVoice next week. Just say â€œAlexa, open the Voice."" Powered by @AmazonEcho. ðŸŽ„â€¦",Entertainment,Trivial,127,0
7.98E+17,2016-11-15T02:54:58Z,"RT @NBCTheVoice: Here are highlights from the first Echo Cast with the #VoiceTop12. Just say â€œAlexa, open The Voiceâ€ to hear more. Poweredâ€¦",Entertainment,Trivial,152,0
7.96E+17,2016-11-09T16:17:36Z,"Is your Twitter feed full of election night recaps? Enable the Twitter Reader skill and ask ""Alexa, ask Twitter whaâ€¦ https://t.co/AOAmHlLA4B",Promotional,Customization,8,35
7.96E+17,2016-11-09T03:00:01Z,"Just ask ""Alexa, who's winning the election?"" https://t.co/nLqSiaIxdD",Promotional,Trivial,6,26
7.96E+17,2016-11-09T01:00:02Z,"Get real-time election results throughout the night as polls close. Just ask ""Alexa, who's ahead in Florida?"" Or anâ€¦ https://t.co/n9BtDdffv8",Promotional,Trivial,9,29
7.96E+17,2016-11-07T23:22:55Z,Alexa just turned two. Celebrate Alexaâ€™s 2nd birthday and save 22% on Echo! Get yours for $140.39.â€¦ https://t.co/oApvGkek0Q,Promotional,Trivial,20,54
7.95E+17,2016-11-06T18:00:02Z,"Alexa turns two today. Celebrate the big day with us: Just ask ""Alexa, what are you doing for your birthday?"" https://t.co/XakaTuXlsc",Promotional,Trivial,56,132
7.95E+17,2016-11-05T17:00:16Z,"#JustAsk Alexa to help you keep Roboboy on his feet. Get shopping, music, weather and more with the all-new Echo Doâ€¦ https://t.co/FQcgsGoWAq",Promotional,Trivial,5,19
7.95E+17,2016-11-04T19:00:01Z,Personalize Alexa with skills! See ratings and reviews for 3000+ skills to simplify your life.â€¦ https://t.co/yOqQLUIwHd,Promotional,Customization,23,52
7.95E+17,2016-11-04T17:00:09Z,You can never be too shameless when it comes to eating canned cheese. #JustAsk Alexa to play your favorite Garth Brâ€¦ https://t.co/DdEw4NeOFx,Promotional,Trivial,20,56
7.94E+17,2016-11-03T23:00:16Z,"#JustAsk Alexa and @Dominos can save the day. Get shopping, music, weather and more with the all-new Echo Dot for jâ€¦ https://t.co/tDKD7a06Dt",Promotional,Purchase,15,26
7.94E+17,2016-11-03T15:00:02Z,"Norah Jones breaks down her new album and lets you in on some secrets. Just ask, â€œAlexa play Side by Side with Noraâ€¦ https://t.co/owh1OFoioi",Entertainment,Streaming,6,23
7.94E+17,2016-11-02T23:00:17Z,"#JustAsk Alexa to keep track of your exercise, get information, play music, and more with the Amazon Echo. https://t.co/VboKp9rZYr",Productivity,Basic,17,36
7.94E+17,2016-11-01T23:00:15Z,"Be prepared and #JustAsk Alexa. Get weather, information, music and more with the all-new Echo Dot for just $49.99. https://t.co/UBV8uNufKq",Productivity,Basic,23,39
7.93E+17,2016-11-01T15:00:07Z,"Lounge right with your Amazon Echo and a Harmony hub. Enable the Harmony skill, link your account, then ask â€œAlexa,â€¦ https://t.co/XQAR2cZtgt",Entertainment,Customization,17,42
7.93E+17,2016-10-31T17:00:08Z,"Order stuff anytime, night or day. Add Alexa to any room with Echo Dot for only $49.99. #JustAsk https://t.co/gn6k1Jo26X",Productivity,Purchase,7,20
7.92E+17,2016-10-28T19:00:02Z,"If you need a last-minute costume idea, Alexa is here for you. Just ask ""Alexa, what should I be for Halloween?"" https://t.co/zwfLex4T1S",Promotional,Trivial,12,36
7.90E+17,2016-10-22T17:00:02Z,"Want to listen to #MLB playoffs? Ask: ""Alexa, enable MLB"" to enable and link your At Bat Premium orâ€¦ https://t.co/RhEL361RUn",Entertainment,Customization,3,10
7.90E+17,2016-10-21T22:00:01Z,"Just ask ""Alexa, ask What to Expect for my daily tip"" to get daily personalized pregnancy and parenthood pointers. https://t.co/nWspR9paGg",Promotional,Trivial,5,7
